user_id,business_id,stars
--65q1FpAL_UQtVZ2PTGew,0vzZ_Bcb02rJljeMU9XkBw,3
--65q1FpAL_UQtVZ2PTGew,18TUn9oiW0k0yB6lheiOvw,3
--65q1FpAL_UQtVZ2PTGew,1NZLxU5WvB5roPFzneAlLw,3
--65q1FpAL_UQtVZ2PTGew,3UMcsN9IjoeV8JZvC4apag,4
--65q1FpAL_UQtVZ2PTGew,3UMcsN9IjoeV8JZvC4apag,4
--65q1FpAL_UQtVZ2PTGew,6oRAC4uyJCsJl1X0WZpVSA,4
--65q1FpAL_UQtVZ2PTGew,AkOruz5CrCxUmXe1p_WoRg,4
--65q1FpAL_UQtVZ2PTGew,AkOruz5CrCxUmXe1p_WoRg,4
--65q1FpAL_UQtVZ2PTGew,CqhsIZ7TzCfJTrZqg5-gqQ,5
--65q1FpAL_UQtVZ2PTGew,d52zg-S0o940WUCK-nNiKw,4
--65q1FpAL_UQtVZ2PTGew,DDnmNTvIIQu2t3WZ2EQx-w,4
--65q1FpAL_UQtVZ2PTGew,e9nN4XxjdHj4qtKCOPq_vg,4
--65q1FpAL_UQtVZ2PTGew,jJhNOhuGpIsJX5SEUFFWYQ,4
--65q1FpAL_UQtVZ2PTGew,JokKtdXU7zXHcr20Lrk29A,5
--65q1FpAL_UQtVZ2PTGew,k8JnZBspVOI8kLcQek-Chw,4
--65q1FpAL_UQtVZ2PTGew,K8pM6qQdYu5h6buRE1-_sw,4
--65q1FpAL_UQtVZ2PTGew,luCSjoNQ9q_0QIjKKOy2pQ,4
--65q1FpAL_UQtVZ2PTGew,L_MtTn4IUBTmQtqqM2iFqA,4
--65q1FpAL_UQtVZ2PTGew,mqQwChPNN4o4DhAzaGntIA,5
--65q1FpAL_UQtVZ2PTGew,Pfb6VOIiroqDWOebfgWGPQ,4
--65q1FpAL_UQtVZ2PTGew,PxeX1M8WtyPxX1MuuGIh-g,4
--65q1FpAL_UQtVZ2PTGew,QdbZyl-LWFS54u93Vjd5SA,5
--65q1FpAL_UQtVZ2PTGew,VVeogjZya58oiTxK7qUjAQ,4
--65q1FpAL_UQtVZ2PTGew,yc5AH9H71xJidA_J2mChLA,4
--65q1FpAL_UQtVZ2PTGew,z3yFuLVrmH-3RJruPEMYKw,5
-2PFmYGWB6rQhZtRh6PlPA,0vzZ_Bcb02rJljeMU9XkBw,4
-2PFmYGWB6rQhZtRh6PlPA,2nzUx_M8Szyzsf4CszHasw,2
-2PFmYGWB6rQhZtRh6PlPA,4bEjOyTaDG24SY5TxsaUNQ,4
-2PFmYGWB6rQhZtRh6PlPA,98TXQV7QHCpaHXfeziMDfw,2
-2PFmYGWB6rQhZtRh6PlPA,bYhpy9u8fKkGhYHtvYXazQ,1
-2PFmYGWB6rQhZtRh6PlPA,HMUvbAHRnbAczNrYy8e5MA,3
-2PFmYGWB6rQhZtRh6PlPA,ngNvH4sxnH9aMukTZ67R_Q,4
-2PFmYGWB6rQhZtRh6PlPA,rBPQuQgTcMtUq5-RYhY2uQ,2
-2PFmYGWB6rQhZtRh6PlPA,SLyacGZuMUKqrQJEooSkjw,2
-2PFmYGWB6rQhZtRh6PlPA,Sy-hmzSH1OmWpHmAfZtxRA,5
-2PFmYGWB6rQhZtRh6PlPA,vAOTGsBMJp2ebRCJ6Ny7NQ,4
-2PFmYGWB6rQhZtRh6PlPA,zKFX8BVTWYZNa2vJ46UdmQ,1
-9mljS0O9mwdOnGv-Oea3Q,18TUn9oiW0k0yB6lheiOvw,3
-9mljS0O9mwdOnGv-Oea3Q,1mhywrdsgdqJM3OGZIpVtA,1
-9mljS0O9mwdOnGv-Oea3Q,7_zL7NX_rDFwhbLp98PwZg,2
-9mljS0O9mwdOnGv-Oea3Q,CqhsIZ7TzCfJTrZqg5-gqQ,4
-9mljS0O9mwdOnGv-Oea3Q,fmuj7u1gflmEjW-h0v9bwg,2
-9mljS0O9mwdOnGv-Oea3Q,jzPMl-NoB5F2fwoHX3hN8A,3
-9mljS0O9mwdOnGv-Oea3Q,kaIue7GRCmkPzDeHDBTttQ,1
-9mljS0O9mwdOnGv-Oea3Q,VXIkI9_EbDbYHeO9IzKjJg,3
-9mljS0O9mwdOnGv-Oea3Q,wZwZcte4lcbu51NOzCjWbQ,4
-a7d79eTKvmkpHZT7ePYDQ,8Hn5X1AqgmSLHRG2KgBJBg,5
-a7d79eTKvmkpHZT7ePYDQ,9IbQxDmWBG2t8w9nw9VgEA,4
-a7d79eTKvmkpHZT7ePYDQ,jzPMl-NoB5F2fwoHX3hN8A,4
-a7d79eTKvmkpHZT7ePYDQ,QdbZyl-LWFS54u93Vjd5SA,5
-DRza4wuHHWfQx5HcG6qaw,2JZv-P1lDKOPKvefQlYDEQ,3
-DRza4wuHHWfQx5HcG6qaw,7QSYBp2-AOdyUJXEaLnbgA,4
-DRza4wuHHWfQx5HcG6qaw,bc-lE-wGVAsUrX-kJhtY-Q,4
-DRza4wuHHWfQx5HcG6qaw,cN6aBxe2mQvrQlzk26LyRQ,4
-DRza4wuHHWfQx5HcG6qaw,DxUn-ukNL27GOuwjnFGFKA,4
-DRza4wuHHWfQx5HcG6qaw,EKzMHI1tip8rC1-ZAy64yg,4
-DRza4wuHHWfQx5HcG6qaw,fVgrpVyp-nPLTac9YIjTug,4
-DRza4wuHHWfQx5HcG6qaw,GIGI8bJfN6HyPzmEW-QqjA,5
-DRza4wuHHWfQx5HcG6qaw,GIGI8bJfN6HyPzmEW-QqjA,3
-DRza4wuHHWfQx5HcG6qaw,GIGI8bJfN6HyPzmEW-QqjA,5
