lC0KGXmIhyjzghBUlVnkhQ,dOo_jUaYeHC4b6bgOytinw,25304:1 25510:1 16787:1 25695:1 17618:1 17958:1 22040:1 20464:1 21434:1 664:1 11751:1 15966:1 5517:1 9887:1 7575:1 9613:1 
lC0KGXmIhyjzghBUlVnkhQ,lIL_VuvmxBr_yQQH_P9QHg,4140:3 2871:9 13693:2 21551:2 7531:1 25133:1 8861:1 43:1 1417:1 11668:1 15770:1 4099:1 21179:1 6633:1 7114:1 17780:1 22410:1 25691:1 9162:2 22160:1 18323:1 688:1 13017:1 18289:1 8873:1 18782:1 20554:1 19322:1 5398:1 23205:1 14823:1 6197:1 25663:2 14821:1 13137:1 6195:1 23283:1 10329:2 10397:1 16358:1 6075:1 16767:1 2255:1 9627:1 3567:1 21949:1 16116:1 5638:1 5372:1 23431:1 3179:1 1811:1 1911:1 7194:2 2721:1 13587:2 20971:1 22264:1 2753:1 18591:1 15856:1 5095:2 22960:1 23604:1 17719:1 4932:1 10101:1 10877:1 17657:1 18670:1 11062:1 21733:1 15921:1 24688:1 22139:1 9017:1 25514:1 20162:1 4840:1 20336:1 16848:1 
lC0KGXmIhyjzghBUlVnkhQ,RHbBdErWlUxwpFahZmAJlA,21690:2 11049:2 16126:2 23822:2 18670:1 20609:1 8680:1 15635:1 5354:1 16457:1 11495:1 720:1 9548:1 11923:1 12521:2 284:1 10554:1 13504:2 24551:1 4637:1 5103:1 12592:1 955:1 15520:1 12632:1 10397:1 8459:2 34:1 26044:1 1473:2 21929:1 1202:1 835:1 18401:1 10490:1 13472:1 16954:1 10042:1 17958:1 10731:1 16821:1 13346:1 14599:1 8004:1 2937:1 22537:1 10210:1 10856:1 20309:1 20873:1 3607:1 5261:1 24085:1 18279:1 
lC0KGXmIhyjzghBUlVnkhQ,3Jq5cde5lN9tLPrrOUAEFw,21434:1 13992:1 8734:1 11915:2 11610:1 5934:1 1886:1 19905:1 21580:1 7194:1 22742:1 17803:1 8286:1 9608:1 6883:1 18413:1 9957:1 16116:1 20842:1 23704:1 
lC0KGXmIhyjzghBUlVnkhQ,n2g9BkP_Wrcsv_x_CenwzA,25359:1 25254:2 8459:1 18486:1 21434:1 25623:1 11403:1 11509:1 19483:1 2974:1 9957:1 17385:1 12644:2 21965:2 11279:1 13774:1 5946:1 20051:1 13171:1 16166:1 8771:1 9110:1 3910:1 21911:1 12183:1 18401:1 34:1 23718:1 3014:1 22139:1 3818:1 10124:2 25695:1 19060:1 24943:1 2876:1 
lC0KGXmIhyjzghBUlVnkhQ,AuYLVZXmL0kw15E2MCDM3Q,21965:1 20928:1 8060:1 10210:1 23246:1 19727:1 18553:1 23397:1 1837:1 23431:1 17943:1 7575:1 6362:2 24835:1 3572:1 1248:1 13664:1 4466:1 22217:1 9184:1 17385:1 14293:1 10392:1 11049:2 11338:1 7531:1 15523:1 22006:1 
lC0KGXmIhyjzghBUlVnkhQ,3ZQmCHGtK6JNHlxaCeOx7g,21965:3 4753:1 1250:1 8793:3 20464:2 13402:1 15753:1 25068:1 20511:1 1454:2 9515:1 3425:1 23571:1 1473:1 17385:2 21005:1 25251:1 5517:2 10091:1 2037:1 113:1 4641:1 9059:1 14118:1 22945:1 1374:1 21182:1 10392:1 3610:1 23212:1 18792:1 19470:1 1457:1 3260:1 23878:1 15523:1 6907:1 5934:1 21006:1 1899:1 20380:1 725:1 23292:1 18384:1 7323:1 
lC0KGXmIhyjzghBUlVnkhQ,h29KqgiReV9_Ga58aPjGqA,8060:2 18983:1 17385:4 13693:2 5352:1 23645:2 15966:1 6451:1 5388:1 1183:1 13664:1 25510:1 18729:1 21568:1 23783:1 9037:1 5160:1 13326:1 3497:1 17227:1 10210:1 482:1 13774:2 16141:1 8793:1 10523:1 1473:1 24524:1 19257:1 21431:1 13990:2 11052:1 15753:1 10397:2 8459:2 14457:1 11610:1 17657:1 15720:1 5098:1 15911:1 7324:1 1330:1 1042:1 23676:1 22148:1 9608:1 25272:1 14245:1 16049:1 461:1 16168:1 17943:1 16423:1 13954:1 22495:1 17546:1 6443:1 20842:1 21163:1 10850:1 14923:1 23689:2 8268:2 7773:1 7194:1 11338:1 5025:1 19727:1 22300:2 14375:1 13966:1 5103:1 4922:1 16147:1 21538:1 
lC0KGXmIhyjzghBUlVnkhQ,b3ZOCcD_bU9Tfv21o9ThBQ,2439:1 6811:1 17219:1 24709:1 21128:1 14245:1 16752:1 20020:1 11915:1 10392:1 17385:1 16677:1 1473:1 
lC0KGXmIhyjzghBUlVnkhQ,CmCvsKSVNJwtiGggMw9Khw,16081:1 12925:1 12543:1 9972:1 9762:1 23283:1 13503:1 24547:1 5649:1 8227:1 18254:1 4291:1 22410:1 16159:1 1410:1 5424:1 8427:1 20511:1 21548:1 5389:1 13760:1 17002:1 18697:1 9608:1 24943:1 
lC0KGXmIhyjzghBUlVnkhQ,RGhrKwpovRj0Xp9qO6PcCA,3379:2 4459:1 21987:1 5569:2 13008:1 12872:1 7531:1 12291:1 3541:1 11923:1 15721:1 7618:1 22167:1 19839:1 8680:1 8771:1 21619:1 15523:1 4469:1 18042:1 6084:1 12995:1 25601:1 18073:1 22160:1 9608:1 16954:1 16141:1 20732:1 23283:1 21006:1 
lC0KGXmIhyjzghBUlVnkhQ,mbUd7YxdLQfMVeeK6SULRQ,23676:1 4466:1 17385:2 6971:1 9769:1 8201:1 8459:2 23704:1 25985:1 13774:1 25121:1 15237:1 6958:1 2200:1 5846:1 1545:1 20672:1 22638:1 16608:1 17233:1 1873:1 1473:2 2037:1 17399:2 22225:1 18413:1 13017:1 25862:1 10945:1 16501:1 15977:1 12494:1 25233:1 23431:1 7743:1 9063:1 16903:1 25243:1 20717:1 25633:1 22217:1 5261:1 10359:1 2111:1 16141:1 14606:1 17958:1 16639:1 13693:1 3902:1 3567:1 6159:1 2996:1 18367:1 8771:1 9762:1 8288:1 43:1 12183:1 
lC0KGXmIhyjzghBUlVnkhQ,mbUd7YxdLQfMVeeK6SULRQ,5113:1 17997:1 5138:1 3425:1 6502:1 20992:1 13774:1 13514:1 17958:1 3910:1 
lC0KGXmIhyjzghBUlVnkhQ,mbUd7YxdLQfMVeeK6SULRQ,16954:1 8459:1 22192:1 6958:1 14646:1 6971:3 23283:1 23676:1 25510:1 226:1 11495:1 17969:1 17998:1 5261:1 18840:1 7157:1 19257:1 21684:1 25251:1 1473:1 9053:1 21911:1 20928:1 13507:1 23431:1 4391:1 8106:1 4537:1 13445:1 3134:1 20344:1 8004:1 3853:1 14869:1 21690:1 9370:1 13774:1 20051:1 19727:1 22217:1 10101:1 25633:1 7003:1 4396:1 506:1 
lC0KGXmIhyjzghBUlVnkhQ,nwK7JruT3p9cBZIFfOO-Lw,13504:4 20162:1 22535:1 23708:1 12521:1 4684:1 2469:1 11108:1 23521:1 19727:1 5386:1 8806:1 17211:1 18115:1 9237:1 7808:1 2716:2 1202:1 7951:1 11049:2 23868:1 43:1 21538:1 13406:1 23573:2 20340:3 14104:1 20181:1 18667:1 25737:1 1042:1 374:1 5341:1 22292:1 2633:1 9594:1 2783:1 4669:1 10919:1 9762:1 23283:1 14295:1 218:1 13010:1 20717:1 8668:1 1473:1 4459:1 9184:1 
lC0KGXmIhyjzghBUlVnkhQ,cQNRW64fLhkVV2yQyqHkGA,17767:1 1518:1 3910:1 25862:1 19483:1 21389:1 24337:1 18943:1 8022:1 16082:1 
lC0KGXmIhyjzghBUlVnkhQ,1HbKFWG5QKzYkuNxig6H7w,22495:1 8131:1 23283:1 23431:1 15763:1 25763:1 25663:1 10017:1 4021:1 24798:1 15633:1 22960:1 17481:1 3900:1 13587:1 18409:1 13504:1 8286:1 7966:1 14368:1 13774:1 
lC0KGXmIhyjzghBUlVnkhQ,Drw-aROPmT44p4x2AUNAtg,3767:1 5678:1 20464:1 2214:1 22157:1 20358:1 15350:1 16141:1 22167:1 3720:1 25139:1 13406:1 9608:1 11486:1 21434:1 
lC0KGXmIhyjzghBUlVnkhQ,gyfXtFsbMkwlzHTgOYiqQg,23686:1 25737:1 25666:3 21803:1 9608:3 21965:2 21431:2 10612:2 13693:1 13301:1 21526:1 17943:2 12558:1 13467:2 8459:1 16501:2 12791:1 18697:1 5990:1 17057:1 4925:1 20700:2 3013:1 15967:1 8856:1 13774:1 20412:1 11668:1 14158:1 19370:1 13039:1 13239:1 8022:1 9473:1 19055:1 16954:1 21977:1 5279:1 8811:1 5846:1 25922:1 1410:1 18130:1 23431:1 4788:1 14922:1 12141:1 8286:1 13406:1 
lC0KGXmIhyjzghBUlVnkhQ,tMHvMTboMGDXsUVka0jrrA,25663:1 657:1 12613:1 7183:1 25174:1 15687:1 19257:1 8894:1 14118:1 20334:1 9988:1 15497:1 10639:1 17055:1 17471:1 5885:1 18730:1 6789:1 23732:1 11908:1 9059:1 14606:1 10586:1 20162:1 14697:1 90:1 18445:1 24974:1 12226:1 14293:1 7956:1 14423:1 16488:2 17211:1 9337:1 19839:1 15886:1 867:1 8427:1 8708:3 10850:1 20515:2 12995:1 13720:1 9665:1 9155:1 5939:1 25607:1 3714:1 22577:1 24922:1 2868:1 5279:1 11495:1 16700:1 43:1 16139:1 5013:1 8004:1 6943:1 6891:1 10853:1 2574:1 218:1 21415:1 17410:2 8234:1 8081:1 17958:2 24943:1 3812:1 461:2 11052:1 22385:1 23822:1 9175:1 22455:1 20309:1 6092:1 4977:1 11659:1 720:1 17733:1 9348:1 23591:1 13908:1 23283:1 12978:1 8459:1 7177:1 10877:1 6168:1 21690:1 8938:1 22537:1 13346:1 3094:1 11750:1 13774:1 23326:1 18279:1 17781:1 
lC0KGXmIhyjzghBUlVnkhQ,gJrYa8zt84G5B5-Q1YQc9g,19257:1 9608:1 24928:1 23348:1 2986:2 9774:1 21690:1 4641:1 3462:1 226:1 7160:1 2072:1 23236:2 21580:1 4365:1 15173:1 5771:1 17008:1 24774:1 15128:1 21917:1 
lC0KGXmIhyjzghBUlVnkhQ,9Y3aQAVITkEJYe5vLZr13w,9957:1 20692:1 2721:2 19483:2 5605:1 4490:1 21389:1 17211:1 6971:1 2985:1 15996:3 21734:1 15168:1 24010:1 20035:1 8763:1 13184:1 8724:1 7307:2 25402:1 3991:1 3902:1 7531:1 17741:1 9037:1 9129:1 5091:1 17003:1 8614:1 10583:1 7159:1 14966:1 14230:1 25171:1 22873:1 9904:1 12254:1 9762:1 21873:1 10877:1 20051:1 17023:1 21655:1 4585:1 2058:1 7739:1 1645:1 
lC0KGXmIhyjzghBUlVnkhQ,0zjzaE5tCH86JnPZwDpfaw,10153:1 17291:1 8234:1 22650:2 22957:1 2200:1 25782:1 12254:1 22495:1 18409:2 18729:1 24943:1 15661:1 10523:1 10747:2 16457:1 18150:1 8771:1 25068:1 20971:1 8286:1 4246:1 17943:1 16735:1 7553:1 1645:1 2021:1 9864:1 21538:1 9762:1 9608:1 218:1 2510:1 3294:1 15031:1 7159:1 
lC0KGXmIhyjzghBUlVnkhQ,TypkaxMUTthOfl_Btj5X1A,11425:1 1731:1 17368:1 605:1 19829:1 
lC0KGXmIhyjzghBUlVnkhQ,HpSBHeixIP2YxLy4L1f-HA,23426:1 3084:1 20714:2 8437:2 43:2 12110:1 6061:2 21971:1 12173:1 6170:1 10625:1 2462:1 3615:1 11668:2 7395:3 10329:1 19494:1 12809:1 20885:1 25814:1 2549:1 23437:2 25751:1 10630:1 16254:1 3518:1 9608:1 15531:1 25254:1 22058:1 9068:1 734:1 16674:1 18567:1 1183:1 22292:2 21526:1 25272:1 2280:1 25377:1 25610:1 18999:1 23554:1 10373:1 2111:1 14884:1 19346:1 24345:1 10731:1 10523:1 9104:1 17645:1 3683:1 21104:1 4669:1 2168:1 15655:1 22753:1 6815:1 9307:1 14128:1 21543:1 2439:1 9762:1 15633:1 4615:1 2858:2 13565:1 25145:2 13774:2 20989:1 1473:3 10569:1 12854:1 1962:1 218:1 8060:1 7940:1 2937:2 1571:1 19739:1 19167:2 14368:3 18664:1 18001:2 20901:1 9908:1 7968:1 4298:1 22826:2 22495:1 20502:1 24524:1 17430:1 6483:1 4445:1 2531:1 15968:1 3567:2 9766:1 11811:1 23283:1 21099:1 23200:1 17657:1 19309:2 1631:1 18095:1 6576:1 11405:2 23486:1 23819:1 16406:1 16481:1 4132:1 9175:1 25664:1 8793:1 3046:1 17958:1 9067:1 21110:1 17219:1 8286:1 16369:1 20526:1 10611:1 20461:1 21215:1 5626:1 1616:1 22006:1 6946:1 7531:1 5846:1 17385:1 16954:1 10920:1 23704:1 15908:1 24952:1 6082:1 25335:1 161:1 23868:1 
lC0KGXmIhyjzghBUlVnkhQ,HpSBHeixIP2YxLy4L1f-HA,8286:1 9458:1 7395:2 9762:2 4962:1 8793:1 21957:1 20464:1 3016:1 21965:1 16751:1 24943:1 10875:1 5288:1 23431:1 14922:2 17943:1 21643:6 14238:1 21485:1 23283:3 11756:1 12558:1 1275:1 21911:1 25040:1 21538:1 19253:1 16575:1 8060:1 12592:1 16081:1 17385:1 20928:1 14599:1 9608:1 18115:2 7038:1 10920:1 19060:1 23868:1 3818:2 21977:1 
lC0KGXmIhyjzghBUlVnkhQ,t7B85p8vXnDVqewsJJuxfw,15425:1 15573:1 11589:1 17913:1 25041:1 15426:1 5103:1 22334:1 15523:2 13008:1 43:1 6182:1 15753:1 21994:1 16709:1 9454:1 840:1 9762:1 5517:1 4653:1 8771:1 6362:2 8060:1 6949:1 7526:1 5934:1 22890:1 11468:1 22960:1 17684:2 7716:1 34:1 13406:1 10919:1 25145:2 2570:1 20380:1 22571:1 4166:1 12983:1 725:1 17385:2 8286:1 5305:1 21911:1 22495:1 15492:1 25666:1 4459:1 18025:1 23461:1 7183:1 25092:1 8406:1 6445:1 3792:1 7179:1 23431:1 
lC0KGXmIhyjzghBUlVnkhQ,3nwskbfFgsSjVe6T8keTeg,25993:1 19257:1 24524:1 13406:1 23431:3 18697:1 3016:1 10210:1 21965:2 1250:1 60:1 13504:2 18355:1 5068:1 10877:2 8286:1 14599:1 22742:1 3010:1 8427:1 25152:1 21215:1 5686:1 21911:2 18765:1 12995:1 1225:1 8459:1 8234:1 6534:1 17294:4 5651:4 3883:1 3541:1 18409:1 17385:1 25498:1 14593:1 16141:2 13320:1 18668:1 25225:1 9608:1 1739:2 9141:2 19320:2 4021:1 23676:1 10569:1 21715:1 10668:1 21575:1 18150:1 24709:1 9762:1 3812:1 23521:1 20473:1 4176:1 17399:1 20106:1 
lC0KGXmIhyjzghBUlVnkhQ,aCMhR8XTu-f8GgMHYl0ipA,11669:1 23461:1 13008:1 25254:2 10288:2 15996:1 4148:2 25101:1 5813:1 23102:1 24085:1 6633:1 13017:1 6075:1 2280:1 18983:1 13383:1 9059:2 9028:1 16450:1 25695:2 43:2 15687:1 16766:1 10950:1 9762:1 18602:1 5174:1 15103:1 4291:1 19524:2 16048:1 9777:1 16126:1 19483:1 17399:1 2111:1 10091:1 21768:1 8234:1 7525:1 17720:1 18567:1 22742:1 13774:1 16081:1 10210:1 
lC0KGXmIhyjzghBUlVnkhQ,Z3qmQ6N4VEudR45exSHrTg,2894:1 16835:1 2331:1 19570:1 17482:1 16787:1 14491:1 13774:1 25556:1 22983:1 10774:1 
lC0KGXmIhyjzghBUlVnkhQ,Z3qmQ6N4VEudR45exSHrTg,3046:2 1505:1 14368:1 2985:1 17958:1 23613:1 11468:1 9141:2 16024:1 1389:1 1500:1 15168:1 16046:1 4107:1 21951:1 2937:1 5386:1 20502:1 9067:1 2200:1 3461:1 3021:1 8459:1 10523:2 504:1 
lC0KGXmIhyjzghBUlVnkhQ,PrgdIc0zK9nc8jo8I18x8A,16954:1 19739:1 1058:1 7194:1 19829:2 23431:1 14922:1 8060:1 43:1 2228:1 4021:1 1868:1 9970:1 10210:1 19938:2 23283:1 22571:1 17211:1 14368:1 17484:1 3046:1 25714:1 25985:1 13755:1 22217:1 16081:1 13507:1 20208:1 20317:1 16787:1 25182:1 3589:1 3840:1 6940:1 
lC0KGXmIhyjzghBUlVnkhQ,gTsg3Nj8pKvsmVz3dbLfiA,2519:1 6946:1 9307:1 17584:1 1603:1 4641:1 547:1 284:1 17935:1 15054:1 
lC0KGXmIhyjzghBUlVnkhQ,3SnqTPne49E5XSYv7BvYUw,5112:1 17943:1 10383:1 13239:1 12986:1 12009:1 16141:1 10114:1 9842:1 20317:1 25068:1 3260:1 5152:1 13483:1 13504:3 2353:1 20192:4 2226:1 18254:1 4140:1 4099:1 25254:1 8825:1 8467:1 18664:1 18719:1 12995:1 13312:1 6068:1 14821:1 22650:1 16360:1 25156:1 14495:1 13774:1 16302:1 16308:1 218:1 8060:1 2721:1 15911:1 8017:1 18698:1 720:1 8793:1 14534:1 14966:1 22160:1 2798:1 3572:1 24934:1 5846:1 7145:1 7197:1 23896:1 11527:1 1248:1 
lC0KGXmIhyjzghBUlVnkhQ,vGCetjJwnPU5bqoNxFM3sw,24127:1 10875:1 4561:2 1774:1 16481:2 13774:1 17385:1 18574:1 10731:1 2481:1 
lC0KGXmIhyjzghBUlVnkhQ,OdetLT5gBDPneWZUfyf7_A,13504:1 17943:1 43:1 1250:1 21911:1 11698:1 11268:1 12592:1 10017:1 5160:1 1886:1 19938:1 13171:2 13774:1 22742:1 
lC0KGXmIhyjzghBUlVnkhQ,tHQEAEsW8RagML78cJk0AQ,23431:4 10155:1 13693:2 24369:3 19785:1 22052:1 20162:2 3305:1 23326:1 13774:1 13467:1 8446:1 10903:1 10587:1 4365:1 12900:1 12830:1 25666:1 1899:2 10329:1 11242:3 5389:3 21434:1 24322:1 1726:1 2214:1 4585:1 16906:1 17628:2 8793:1 16116:1 5934:1 17481:1 12543:1 2264:1 20989:1 25182:1 4641:1 19815:1 22677:1 16473:1 2372:1 25185:1 5006:1 13171:1 22287:1 15966:1 
