user_id,business_id,stars
(Also,VZYMInkjRJVHwXVFqeoMWg,4
(And,NonAmwnYs__eQGlzRYIBVg,5
(But,39oUcXr-06fcfT_MZ94z-Q,3
(BUT,-2n-OHbbwIv3SY8RP9bgTQ,2
(Wash,sxeuOMBRllOHXJTaUlI9kQ,5
--0HEXd4W6bJI8k7E0RxTA,ZvvTPVqChi-mQd1JV6VM5w,5
--0mI_q_0D1CdU4P_hoImQ,xxOQ7h6s3InV8o8DOVHlMA,5
--2QZsyXGz1OhiD4-0FQLQ,tqu42L0qXzkvYKSruOz0IA,5
--2QZsyXGz1OhiD4-0FQLQ,0_LZEAYsexEZS-OFTjdjNQ,4
--4fX3LBeXoE88gDTK6TKQ,TWv8GCM-sZ3BtU5LRoc3Ag,5
--4TkB_iDShmg41Y_QW9nw,qWYdBWci87q7JRZenrGzYg,5
--4TkB_iDShmg41Y_QW9nw,qWYdBWci87q7JRZenrGzYg,1
--4TkB_iDShmg41Y_QW9nw,JImJictLIE48_O1z-l2TGw,4
--4TkB_iDShmg41Y_QW9nw,DfLML2IlhUqztTBURxOAxg,5
--4TkB_iDShmg41Y_QW9nw,e0vubCKi8KD8zC2C6FdbuQ,5
--4TkB_iDShmg41Y_QW9nw,PkG9bV1SvfOydOCCnDUGgw,5
--4TkB_iDShmg41Y_QW9nw,_YswYrpv6YdO3R3CP8R8oQ,4
--4TkB_iDShmg41Y_QW9nw,VjzclBdSXmf6uNrD0DG2bg,4
--4TkB_iDShmg41Y_QW9nw,BLHR4o5R4uTuRV0uY-COjg,5
--4TkB_iDShmg41Y_QW9nw,AgJbkqR-wre409if4fTbWQ,5
--4TkB_iDShmg41Y_QW9nw,R4YVPshltjk2UcO2PcXcjw,5
--4TkB_iDShmg41Y_QW9nw,Snp5LyDO9NeQiuFPOlkavw,5
--4TkB_iDShmg41Y_QW9nw,uR2aNW75R4oYs9w7aw-_kQ,5
--5SlEtHW4LEbS0mEUMwag,TmJsC9o_giDfMk1lN7bDJw,5
--65q1FpAL_UQtVZ2PTGew,apCfJVnRyaw6oVUBKujpUQ,5
--65q1FpAL_UQtVZ2PTGew,cgNIBHS2mLdbTRiodAT6EQ,3
--65q1FpAL_UQtVZ2PTGew,s87D-mtAuJ8BluKgYYsXGw,3
--65q1FpAL_UQtVZ2PTGew,3UMcsN9IjoeV8JZvC4apag,4
--65q1FpAL_UQtVZ2PTGew,3UMcsN9IjoeV8JZvC4apag,4
--65q1FpAL_UQtVZ2PTGew,AkOruz5CrCxUmXe1p_WoRg,4
--65q1FpAL_UQtVZ2PTGew,AkOruz5CrCxUmXe1p_WoRg,4
--65q1FpAL_UQtVZ2PTGew,PxeX1M8WtyPxX1MuuGIh-g,4
--65q1FpAL_UQtVZ2PTGew,18TUn9oiW0k0yB6lheiOvw,3
--65q1FpAL_UQtVZ2PTGew,Pfb6VOIiroqDWOebfgWGPQ,4
--65q1FpAL_UQtVZ2PTGew,LYyGQgL60VKdV-p_9OxmWQ,2
--65q1FpAL_UQtVZ2PTGew,CqhsIZ7TzCfJTrZqg5-gqQ,5
--65q1FpAL_UQtVZ2PTGew,QdbZyl-LWFS54u93Vjd5SA,5
--65q1FpAL_UQtVZ2PTGew,flUKBy7WHqYdfOrwU1A2SA,3
--65q1FpAL_UQtVZ2PTGew,qXQ3ZBdwI3GlbR5-eYWqNA,4
--65q1FpAL_UQtVZ2PTGew,d52zg-S0o940WUCK-nNiKw,4
--65q1FpAL_UQtVZ2PTGew,14NSxaXBNspIVnsrMYJZVw,2
--65q1FpAL_UQtVZ2PTGew,0vzZ_Bcb02rJljeMU9XkBw,3
--65q1FpAL_UQtVZ2PTGew,L_MtTn4IUBTmQtqqM2iFqA,4
--65q1FpAL_UQtVZ2PTGew,AeoJkr_dlNshB078OepP8w,3
--65q1FpAL_UQtVZ2PTGew,U7jOpLoLXYphWFqS6JO8mQ,3
--65q1FpAL_UQtVZ2PTGew,jJhNOhuGpIsJX5SEUFFWYQ,4
--65q1FpAL_UQtVZ2PTGew,K8pM6qQdYu5h6buRE1-_sw,4
--65q1FpAL_UQtVZ2PTGew,ybXlbfOjrKDdz5NoC-G9Gw,5
--65q1FpAL_UQtVZ2PTGew,mqQwChPNN4o4DhAzaGntIA,5
--65q1FpAL_UQtVZ2PTGew,GoWTsb8sGyJ026a3cbw03Q,4
--65q1FpAL_UQtVZ2PTGew,fm4X0SV2Kofj-57ZfHiZ_A,4
--65q1FpAL_UQtVZ2PTGew,qdA4qiSXjaiuqO4SueH9VA,3
--65q1FpAL_UQtVZ2PTGew,luCSjoNQ9q_0QIjKKOy2pQ,4
--65q1FpAL_UQtVZ2PTGew,z3yFuLVrmH-3RJruPEMYKw,5
--65q1FpAL_UQtVZ2PTGew,JokKtdXU7zXHcr20Lrk29A,5
--65q1FpAL_UQtVZ2PTGew,chudEeZo1SNr-0Mo9L2OgQ,3
--65q1FpAL_UQtVZ2PTGew,MAfc2V_EVtyR9rMxxEAPLg,5
