user_id,business_id,stars
--65q1FpAL_UQtVZ2PTGew,0vzZ_Bcb02rJljeMU9XkBw,3
--65q1FpAL_UQtVZ2PTGew,14NSxaXBNspIVnsrMYJZVw,2
--65q1FpAL_UQtVZ2PTGew,18TUn9oiW0k0yB6lheiOvw,3
--65q1FpAL_UQtVZ2PTGew,1NZLxU5WvB5roPFzneAlLw,3
--65q1FpAL_UQtVZ2PTGew,3UMcsN9IjoeV8JZvC4apag,4
--65q1FpAL_UQtVZ2PTGew,3UMcsN9IjoeV8JZvC4apag,4
--65q1FpAL_UQtVZ2PTGew,6oRAC4uyJCsJl1X0WZpVSA,4
--65q1FpAL_UQtVZ2PTGew,AkOruz5CrCxUmXe1p_WoRg,4
--65q1FpAL_UQtVZ2PTGew,AkOruz5CrCxUmXe1p_WoRg,4
--65q1FpAL_UQtVZ2PTGew,apCfJVnRyaw6oVUBKujpUQ,5
--65q1FpAL_UQtVZ2PTGew,CqhsIZ7TzCfJTrZqg5-gqQ,5
--65q1FpAL_UQtVZ2PTGew,d52zg-S0o940WUCK-nNiKw,4
--65q1FpAL_UQtVZ2PTGew,DDnmNTvIIQu2t3WZ2EQx-w,4
--65q1FpAL_UQtVZ2PTGew,e9nN4XxjdHj4qtKCOPq_vg,4
--65q1FpAL_UQtVZ2PTGew,flUKBy7WHqYdfOrwU1A2SA,3
--65q1FpAL_UQtVZ2PTGew,jJhNOhuGpIsJX5SEUFFWYQ,4
--65q1FpAL_UQtVZ2PTGew,JokKtdXU7zXHcr20Lrk29A,5
--65q1FpAL_UQtVZ2PTGew,k8JnZBspVOI8kLcQek-Chw,4
--65q1FpAL_UQtVZ2PTGew,K8pM6qQdYu5h6buRE1-_sw,4
--65q1FpAL_UQtVZ2PTGew,luCSjoNQ9q_0QIjKKOy2pQ,4
--65q1FpAL_UQtVZ2PTGew,LYyGQgL60VKdV-p_9OxmWQ,2
--65q1FpAL_UQtVZ2PTGew,L_MtTn4IUBTmQtqqM2iFqA,4
--65q1FpAL_UQtVZ2PTGew,MAfc2V_EVtyR9rMxxEAPLg,5
--65q1FpAL_UQtVZ2PTGew,mqQwChPNN4o4DhAzaGntIA,5
