user_id,business_id,stars
-9mljS0O9mwdOnGv-Oea3Q,18TUn9oiW0k0yB6lheiOvw,3
-a7d79eTKvmkpHZT7ePYDQ,QdbZyl-LWFS54u93Vjd5SA,5
-DRza4wuHHWfQx5HcG6qaw,cN6aBxe2mQvrQlzk26LyRQ,4
-DRza4wuHHWfQx5HcG6qaw,EKzMHI1tip8rC1-ZAy64yg,4
-DRza4wuHHWfQx5HcG6qaw,GIGI8bJfN6HyPzmEW-QqjA,5
-DRza4wuHHWfQx5HcG6qaw,GIGI8bJfN6HyPzmEW-QqjA,3
-DRza4wuHHWfQx5HcG6qaw,GIGI8bJfN6HyPzmEW-QqjA,5
-DRza4wuHHWfQx5HcG6qaw,Hdi7jkB7pHiM1nyPHcqSdw,5
-DRza4wuHHWfQx5HcG6qaw,IM-9thHqQbBK5tX5MfTzBQ,4
-DRza4wuHHWfQx5HcG6qaw,IM-9thHqQbBK5tX5MfTzBQ,3
-DRza4wuHHWfQx5HcG6qaw,luCSjoNQ9q_0QIjKKOy2pQ,3
-DRza4wuHHWfQx5HcG6qaw,luCSjoNQ9q_0QIjKKOy2pQ,3
-DRza4wuHHWfQx5HcG6qaw,LzNJLEIo4gh-X_rmDkNkNg,4
-DRza4wuHHWfQx5HcG6qaw,mxrXVZWc6PWk81gvOVNOUw,5
-DRza4wuHHWfQx5HcG6qaw,QdbZyl-LWFS54u93Vjd5SA,5
-DRza4wuHHWfQx5HcG6qaw,qMkIbQFrROSnPaQ7at85-w,5
-F32Vl8Rk4dwsmk0f2wRIw,3oZcTGb_oDHGwZFiP-7kxQ,4
-F32Vl8Rk4dwsmk0f2wRIw,cjjZt2oOkk0F152RkQMfQw,4
-F32Vl8Rk4dwsmk0f2wRIw,d52zg-S0o940WUCK-nNiKw,5
-F32Vl8Rk4dwsmk0f2wRIw,EKzMHI1tip8rC1-ZAy64yg,5
-F32Vl8Rk4dwsmk0f2wRIw,EWMwV5V9BxNs_U6nNVMeqw,3
-F32Vl8Rk4dwsmk0f2wRIw,G9LwkTSdKOyOGqd5BbuIkA,3
-F32Vl8Rk4dwsmk0f2wRIw,iNT6pcUugoXsDlZgRTyhtw,2
-F32Vl8Rk4dwsmk0f2wRIw,JhupPnWfNlMJivnWB5druA,4
-F32Vl8Rk4dwsmk0f2wRIw,K8pM6qQdYu5h6buRE1-_sw,5
-F32Vl8Rk4dwsmk0f2wRIw,L2J3JfjXZLnX1rLhWKthqA,5
-F32Vl8Rk4dwsmk0f2wRIw,luCSjoNQ9q_0QIjKKOy2pQ,5
-F32Vl8Rk4dwsmk0f2wRIw,muCl5p-9ut1sY0aKeUeRhw,3
-F32Vl8Rk4dwsmk0f2wRIw,mxrXVZWc6PWk81gvOVNOUw,4
-F32Vl8Rk4dwsmk0f2wRIw,ntN85eu27C04nwyPa8IHtw,4
