user_id,business_id,stars
-9mljS0O9mwdOnGv-Oea3Q,0K35eGvzVRZEirNo5v_WfA,1
-9mljS0O9mwdOnGv-Oea3Q,18TUn9oiW0k0yB6lheiOvw,3
-9mljS0O9mwdOnGv-Oea3Q,1mhywrdsgdqJM3OGZIpVtA,1
-9mljS0O9mwdOnGv-Oea3Q,7_zL7NX_rDFwhbLp98PwZg,2
-9mljS0O9mwdOnGv-Oea3Q,CqhsIZ7TzCfJTrZqg5-gqQ,4
-9mljS0O9mwdOnGv-Oea3Q,DeAnVirgOxQnI36V1W158A,1
-9mljS0O9mwdOnGv-Oea3Q,e0vubCKi8KD8zC2C6FdbuQ,2
-9mljS0O9mwdOnGv-Oea3Q,fmuj7u1gflmEjW-h0v9bwg,2
-9mljS0O9mwdOnGv-Oea3Q,gkv2XvXpFgiq4Bb2XK7YmQ,1
-9mljS0O9mwdOnGv-Oea3Q,jzPMl-NoB5F2fwoHX3hN8A,3
-9mljS0O9mwdOnGv-Oea3Q,kaIue7GRCmkPzDeHDBTttQ,1
-9mljS0O9mwdOnGv-Oea3Q,ntJAKLAq0cXzzdFgPoo0Iw,2
-9mljS0O9mwdOnGv-Oea3Q,TqHTtjPANCBKGsjGBjDoQQ,4
-9mljS0O9mwdOnGv-Oea3Q,VXIkI9_EbDbYHeO9IzKjJg,3
-9mljS0O9mwdOnGv-Oea3Q,wZwZcte4lcbu51NOzCjWbQ,4
-a7d79eTKvmkpHZT7ePYDQ,1oFvqm7eSpJbVpxpPxueaA,4
-a7d79eTKvmkpHZT7ePYDQ,7eYbf4F9hNq6BQhUnLrWZw,4
-a7d79eTKvmkpHZT7ePYDQ,8Hn5X1AqgmSLHRG2KgBJBg,5
-a7d79eTKvmkpHZT7ePYDQ,9IbQxDmWBG2t8w9nw9VgEA,4
-a7d79eTKvmkpHZT7ePYDQ,e0vubCKi8KD8zC2C6FdbuQ,4
-a7d79eTKvmkpHZT7ePYDQ,gkv2XvXpFgiq4Bb2XK7YmQ,3
-a7d79eTKvmkpHZT7ePYDQ,I2v6oOTiN5kp6jxCOAWTiw,4
-a7d79eTKvmkpHZT7ePYDQ,ishjLG3Sc94ZOelXZZhaIw,4
-a7d79eTKvmkpHZT7ePYDQ,jzPMl-NoB5F2fwoHX3hN8A,4
-a7d79eTKvmkpHZT7ePYDQ,m34siNIv_F15LIzkmxP7-g,4
-a7d79eTKvmkpHZT7ePYDQ,NA3tQYxR6Fq5O8nV6u41Tw,5
-a7d79eTKvmkpHZT7ePYDQ,pQAIM21Yw4eNdbha2Rxkcg,4
-a7d79eTKvmkpHZT7ePYDQ,QdbZyl-LWFS54u93Vjd5SA,5
-a7d79eTKvmkpHZT7ePYDQ,Sodko0hlMg7F5doNJGKcWQ,3
-a7d79eTKvmkpHZT7ePYDQ,ubfD6-I73lP00v0fkx-keQ,4
-a7d79eTKvmkpHZT7ePYDQ,vfzUNcV9B3RhDyuZp0I1pQ,3
-a7d79eTKvmkpHZT7ePYDQ,y6uO4ydAwBHUujfiSktxZg,1
-DRza4wuHHWfQx5HcG6qaw,0ONypOKIhttBz9IJzBE8jg,4
-DRza4wuHHWfQx5HcG6qaw,2JZv-P1lDKOPKvefQlYDEQ,3
-DRza4wuHHWfQx5HcG6qaw,7lp13T_FUmX1XjU2wen_qw,3
-DRza4wuHHWfQx5HcG6qaw,7QSYBp2-AOdyUJXEaLnbgA,4
-DRza4wuHHWfQx5HcG6qaw,8dEJ_o0UgGrNX1ejHcuZjA,4
